time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-09-26T12:19:58.080Z,40.4425,-125.252,7.06,2.84,md,36,266,0.7489,0.29,nc,nc72530001,2015-09-28T21:52:05.456Z,"85km W of Ferndale, California",earthquake
2015-09-26T11:31:43.510Z,-7.5377,128.4782,172.32,4.6,mb,,60,2.829,1.12,us,us20003pbc,2015-09-26T19:34:25.831Z,"Kepulauan Barat Daya, Indonesia",earthquake
2015-09-26T10:07:46.200Z,18.8932,-64.2667,37,3.4,Md,15,324,0.17337485,0.09,pr,pr15269001,2015-09-26T18:10:41.439Z,"64km NE of Road Town, British Virgin Islands",earthquake
2015-09-26T09:49:47.340Z,42.1882,142.1002,83.16,5,mb,,86,0.805,0.92,us,us20003pb3,2015-09-26T10:09:44.553Z,"27km SW of Shizunai, Japan",earthquake
2015-09-26T09:37:53.540Z,-31.4088,-71.4788,44.16,4.6,mb,,77,0.457,0.49,us,us20003pb1,2015-09-27T15:18:21.040Z,"38km NW of Illapel, Chile",earthquake
2015-09-26T09:09:06.380Z,-19.1644,-177.5316,563.98,4.6,mb,,84,4.422,1.03,us,us20003pay,2015-09-26T17:11:41.665Z,"204km NE of Ndoi Island, Fiji",earthquake
2015-09-26T08:28:12.230Z,-5.6919,68.3388,10,5,mb,,44,12.848,0.58,us,us20003pat,2015-09-26T16:30:42.739Z,"Chagos Archipelago region",earthquake
2015-09-26T07:55:32.380Z,-30.6306,-72.0394,18.6,4.5,mwr,,113,0.351,0.59,us,us20003par,2015-09-27T15:23:46.040Z,"80km W of Ovalle, Chile",earthquake
2015-09-26T07:01:04.160Z,-14.2979,-73.5897,60.78,4.5,mb,,153,3.913,0.77,us,us20003pan,2015-09-26T15:03:48.645Z,"65km NNE of Tambo, Peru",earthquake
2015-09-26T06:15:05.400Z,40.0182,-29.5663,10,4.7,mb,,71,1.65,0.77,us,us20003pal,2015-09-26T14:17:49.407Z,"147km ENE of Santa Cruz das Flores, Portugal",earthquake
2015-09-26T04:53:59.000Z,-30.721,-71.389,49.7,4.1,mb,,,,0.91,us,us20003pah,2015-09-27T01:47:31.060Z,"22km SW of Ovalle, Chile",earthquake
2015-09-26T04:51:57.440Z,60.7275,-44.1066,7.03,4.7,mb,,61,0.773,0.99,us,us20003pai,2015-09-26T12:54:43.945Z,"90km NE of Nanortalik, Greenland",earthquake
2015-09-26T04:11:14.000Z,56.7804,-157.8957,80.4,2.5,ml,,,,0.95,ak,ak11723509,2015-10-02T00:55:52.840Z,"79km NE of Chignik Lake, Alaska",earthquake
2015-09-26T03:20:51.000Z,-20.9714,168.9376,36.4,5.4,mb,,48,0.986,1.03,us,us20003pa4,2015-09-26T04:34:51.056Z,"126km ENE of Tadine, New Caledonia",earthquake
2015-09-26T03:03:20.610Z,-30.7316,-71.6476,35,5.1,mb,,154,0.058,0.75,us,us20003p9z,2015-09-26T11:05:55.604Z,"45km WSW of Ovalle, Chile",earthquake
2015-09-26T02:51:18.200Z,-30.8199,-71.3854,38.07,6.2,mwp,,30,0.259,1.16,us,us20003p9y,2015-09-27T16:09:58.358Z,"30km SW of Ovalle, Chile",earthquake
2015-09-26T02:15:00.000Z,58.0985,-154.5073,92.1,2.8,ml,,,,0.78,ak,ak11723461,2015-10-02T00:57:38.468Z,"69km NNW of Larsen Bay, Alaska",earthquake
2015-09-26T00:01:40.070Z,16.9611,145.9194,27.59,4.7,mb,,77,0.647,0.55,us,us20003p9h,2015-09-26T08:04:25.391Z,"72km NNE of Anatahan, Northern Mariana Islands",earthquake
2015-09-25T23:24:13.520Z,54.9427,111.5748,10,4.7,mb,,59,7.628,0.88,us,us20003p9a,2015-09-26T07:26:49.889Z,"109km NE of Kurumkan, Russia",earthquake
2015-09-25T22:58:41.920Z,16.9733,145.9229,27.65,5.1,mb,,68,0.66,0.65,us,us20003p94,2015-09-26T07:01:26.695Z,"73km NNE of Anatahan, Northern Mariana Islands",earthquake
2015-09-25T22:30:31.280Z,36.2642,-98.498,5,3,mb_lg,,43,0.422,0.68,us,us20003p8p,2015-09-26T02:10:55.685Z,"1km WSW of Fairview, Oklahoma",earthquake
2015-09-25T22:18:03.000Z,59.1312,-154.5898,203.8,2.9,ml,,,,0.81,ak,ak11723389,2015-09-26T06:20:35.088Z,"71km SSE of Old Iliamna, Alaska",earthquake
2015-09-25T22:13:59.652Z,41.8937,-119.6449,10.8,2.6,ml,6,77.62,0.126,0.1389,nn,nn00512257,2015-09-26T06:16:38.271Z,"66km ESE of Lakeview, Oregon",earthquake
2015-09-25T22:05:38.550Z,40.4011667,-124.4721667,21.13,2.68,md,21,251,0.1639,0.21,nc,nc72529531,2015-09-26T06:08:16.027Z,"26km SW of Ferndale, California",earthquake
2015-09-25T22:04:31.600Z,16.9349,145.9119,31.2,4.7,mb,,87,0.62,0.49,us,us20003p8z,2015-09-26T06:07:11.602Z,"69km NNE of Anatahan, Northern Mariana Islands",earthquake
2015-09-25T21:53:22.250Z,-0.666,131.2198,37.44,4.9,mb,,88,2.463,0.81,us,us20003p8e,2015-09-26T05:55:52.945Z,"24km N of Sorong, Indonesia",earthquake
2015-09-25T21:46:20.100Z,18.8999,-64.9115,56,3,Md,4,248.4,0.55605716,0.47,pr,pr15268008,2015-09-26T05:49:02.653Z,"61km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-09-25T21:15:52.200Z,18.898,-65.2938,48,3,Md,4,252,0.5874982,0.33,pr,pr15268007,2015-09-26T05:18:26.772Z,"65km N of Culebra, Puerto Rico",earthquake
2015-09-25T20:47:58.100Z,19.0076,-64.9524,31,2.7,Md,3,280.8,0.73212696,0.34,pr,pr15268006,2015-09-26T17:29:38.040Z,"73km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-09-25T20:30:58.540Z,-30.5466,-72.082,13.8,4.7,mwr,,83,0.405,0.91,us,us20003p7c,2015-09-26T17:27:35.322Z,"84km W of Ovalle, Chile",earthquake
2015-09-25T20:30:52.000Z,58.8035,-156.3013,203.1,3,ml,,,,1.07,ak,ak11723358,2015-09-26T04:33:30.943Z,"24km ENE of King Salmon, Alaska",earthquake
2015-09-25T20:28:38.500Z,23.1025,94.4869,86.67,4.1,mb,,145,3.431,0.82,us,us20003p7w,2015-09-26T17:21:08.144Z,"59km S of Mawlaik, Burma",earthquake
2015-09-25T20:14:52.000Z,36.2815,-97.5057,7.871,2.8,ml,,61,,0.53,us,us20003p8f,2015-09-26T16:47:38.566Z,"19km W of Perry, Oklahoma",earthquake
2015-09-25T18:40:31.000Z,63.0193,-150.6092,110.7,3.3,ml,,,,0.5,ak,ak11723235,2015-09-26T16:26:24.040Z,"81km NNW of Talkeetna, Alaska",earthquake
2015-09-25T16:57:41.510Z,26.595,91.7498,47.06,4.4,mb,,123,1.028,0.97,us,us20003p4y,2015-09-26T02:19:16.518Z,"18km NE of Rangia, India",earthquake
2015-09-25T16:11:56.000Z,62.0539,-147.4052,16.8,2.5,ml,,,,0.66,ak,ak11723215,2015-09-26T00:14:23.539Z,"81km ENE of Sutton-Alpine, Alaska",earthquake
2015-09-25T14:38:51.000Z,63.0585,-148.6936,60.6,2.5,ml,,,,0.59,ak,ak11723194,2015-09-25T22:41:38.305Z,"39km SSE of Cantwell, Alaska",earthquake
2015-09-25T14:17:16.700Z,17.8407,-65.662,4,3,Md,8,223.2,0.27488448,0.43,pr,pr15268004,2015-09-25T22:20:02.201Z,"29km SE of Emajagua, Puerto Rico",earthquake
2015-09-25T13:56:42.960Z,12.2807,142.6596,16.73,4.9,mb,,135,2.515,0.99,us,us20003p0v,2015-09-25T21:59:24.936Z,"243km WSW of Merizo Village, Guam",earthquake
2015-09-25T13:28:53.150Z,-8.0216,110.4043,5.07,4.3,mb,,62,0.16,0.6,us,us20003pjn,2015-09-27T21:23:24.076Z,"9km SE of Pundong, Indonesia",earthquake
2015-09-25T12:55:32.048Z,41.8624,-119.637,11.1,2.9,ml,9,76.07,0.149,0.1574,nn,nn00512173,2015-09-25T20:58:26.618Z,"68km ESE of Lakeview, Oregon",earthquake
2015-09-25T12:17:53.800Z,18.9218,-68.8196,58,2.7,Md,4,327.6,0.57941336,0.12,pr,pr15268003,2015-09-25T20:20:30.381Z,"24km ESE of Miches, Dominican Republic",earthquake
2015-09-25T11:47:06.460Z,-31.5242,-71.9643,10,4.8,mb,,76,0.884,0.64,us,us20003p0f,2015-09-25T19:49:48.522Z,"76km W of Illapel, Chile",earthquake
2015-09-25T11:38:01.300Z,17.7975,-65.6498,14,2.6,Md,3,302.4,0.3117154,0.1,pr,pr15268002,2015-09-25T19:40:47.004Z,"33km SE of Emajagua, Puerto Rico",earthquake
2015-09-25T10:27:37.780Z,19.334,-155.1186667,7.342,3.41,ml,54,135,0.04889,0.09,hv,hv61045696,2015-09-25T17:48:45.907Z,"16km SE of Volcano, Hawaii",earthquake
2015-09-25T09:56:43.130Z,-31.8175,-72.2097,10,4.3,mwr,,83,1.2,0.96,us,us20003p01,2015-09-25T17:59:21.319Z,"101km WSW of Illapel, Chile",earthquake
2015-09-25T09:39:42.580Z,34.8425,-118.9635,14.81,2.56,ml,64,45,0.06733,0.3,ci,ci37248607,2015-09-25T17:42:13.282Z,"3km NW of Frazier Park, California",earthquake
2015-09-25T09:20:29.000Z,68.9257,-145.1166,14.7,2.6,ml,,,,0.93,ak,ak11723000,2015-09-25T17:23:21.845Z,"90km N of Arctic Village, Alaska",earthquake
2015-09-25T08:47:52.430Z,1.3002,122.7584,45.82,4.9,mb,,86,1.985,1.04,us,us20003nzc,2015-09-25T17:05:02.891Z,"71km NW of Boroko, Indonesia",earthquake
2015-09-25T08:23:14.000Z,58.2478,-143.0346,7.7,2.5,ml,,,,0.38,ak,ak11722937,2015-09-25T16:25:52.917Z,"205km S of Cape Yakataga, Alaska",earthquake
2015-09-25T07:32:08.220Z,38.7921667,-122.8013333,3.69,2.64,md,45,36,0.01647,0.06,nc,nc72529351,2015-09-25T22:04:57.490Z,"4km WNW of The Geysers, California",earthquake
